Date,petr,vale
2023-07-19 00:00:00-03:00,27.014457258440014,65.33090115028429
2023-07-20 00:00:00-03:00,27.21847959971025,65.83070290209581
2023-07-21 00:00:00-03:00,27.691443085812747,65.52312484454839
2023-07-24 00:00:00-03:00,28.201497299058374,67.58965357900355
2023-07-25 00:00:00-03:00,28.79501767930924,69.83879863714891
2023-07-26 00:00:00-03:00,28.952671634950093,69.44471208870937
2023-07-27 00:00:00-03:00,28.646638930278908,68.47392931249695
2023-07-28 00:00:00-03:00,27.774907197137882,67.30129089611158
2023-07-31 00:00:00-03:00,28.887756344332367,66.97449976932971
2023-08-01 00:00:00-03:00,28.832114750967655,66.1382796378355
2023-08-02 00:00:00-03:00,28.359152278043858,65.12905281508836
2023-08-03 00:00:00-03:00,28.86920752398684,65.25399869866328
2023-08-04 00:00:00-03:00,28.87848362205453,65.67692030431247
2023-08-07 00:00:00-03:00,28.28496258747411,65.52313183455603
2023-08-08 00:00:00-03:00,28.18294920992439,65.50390192961008
2023-08-09 00:00:00-03:00,28.488983594219416,65.27322709496525
2023-08-10 00:00:00-03:00,28.61881726010241,64.57156816629842
2023-08-11 00:00:00-03:00,28.785746523441404,63.80263082525571
2023-08-14 00:00:00-03:00,28.507532858825858,62.42030837728228
2023-08-15 00:00:00-03:00,29.81513194915532,61.35091957885084
2023-08-16 00:00:00-03:00,29.65747952896929,61.321217754856576
2023-08-17 00:00:00-03:00,29.852226416788955,62.19256885439294
2023-08-18 00:00:00-03:00,29.37926645000077,61.46974505564493
2023-08-21 00:00:00-03:00,29.703847037144527,61.133087731557616
2023-08-22 00:00:00-03:00,29.46904754638672,62.24207482916597
2023-08-23 00:00:00-03:00,31.038291931152344,63.04411143443705
2023-08-24 00:00:00-03:00,31.50039969791113,62.07374309609521
2023-08-25 00:00:00-03:00,31.259717623391396,62.16285851503807
2023-08-28 00:00:00-03:00,31.134562702740293,62.64804516095896
2023-08-29 00:00:00-03:00,31.288598641591076,64.39074474925586
2023-08-30 00:00:00-03:00,31.481145066536186,65.22249048795439
2023-08-31 00:00:00-03:00,31.56779116191433,65.51953569770377
2023-09-01 00:00:00-03:00,31.471514724818498,68.32171835805771
2023-09-04 00:00:00-03:00,31.500400219224804,69.36140060587896
2023-09-05 00:00:00-03:00,32.2417008961184,68.82670382853235
2023-09-06 00:00:00-03:00,32.54014243272345,68.90591793217583
2023-09-08 00:00:00-03:00,32.41498499197371,66.18294909714672
2023-09-11 00:00:00-03:00,32.43424319119709,67.50977999339676
2023-09-12 00:00:00-03:00,32.52088629657099,67.58899218178668
2023-09-13 00:00:00-03:00,32.44387181043352,67.1137073294
2023-09-14 00:00:00-03:00,32.73268792452868,69.98520251539652
2023-09-15 00:00:00-03:00,32.72306391287173,70.52979650524794
2023-09-18 00:00:00-03:00,33.41622069739974,69.36139942408604
2023-09-19 00:00:00-03:00,33.329577798331876,68.56925667533253
2023-09-20 00:00:00-03:00,33.31995102657524,69.0841469622642
2023-09-21 00:00:00-03:00,33.01188003910877,67.78702606422982
2023-09-22 00:00:00-03:00,32.915606015164045,68.19300109743884
2023-09-25 00:00:00-03:00,33.05038945076572,66.37108585059445
2023-09-26 00:00:00-03:00,32.819332800595824,65.60865842239916
2023-09-27 00:00:00-03:00,33.233306884765625,65.5393420880538
2023-09-28 00:00:00-03:00,33.25256194285572,66.38098846363653
2023-09-29 00:00:00-03:00,33.39696674676585,66.98499151860801
2023-10-02 00:00:00-03:00,33.47398662393866,67.05430159866923
2023-10-03 00:00:00-03:00,32.95411500885601,66.30176839333059
2023-10-04 00:00:00-03:00,32.45349683825788,66.12353900626555
2023-10-05 00:00:00-03:00,31.712196625372943,65.79677847944944
2023-10-06 00:00:00-03:00,32.5593984274617,66.78695539222191
2023-10-09 00:00:00-03:00,33.77243325297111,65.72747039794922
2023-10-10 00:00:00-03:00,34.02274225017345,66.80676241413411
2023-10-11 00:00:00-03:00,33.93609521080602,66.76714941289154
2023-10-13 00:00:00-03:00,35.00472371291107,66.63842910702519
2023-10-16 00:00:00-03:00,35.428319835681116,67.08400878411943
2023-10-17 00:00:00-03:00,36.265892028808594,67.38106004431555
2023-10-18 00:00:00-03:00,37.17085493717322,66.63843061009703
2023-10-19 00:00:00-03:00,37.03607461200521,65.00465157782894
2023-10-20 00:00:00-03:00,37.4115377221942,62.84608167727095
2023-10-23 00:00:00-03:00,35.42832134898131,62.31138817998774
2023-10-24 00:00:00-03:00,34.841056727955106,63.63821211196734
2023-10-25 00:00:00-03:00,34.927704145300474,64.53926788388453
2023-10-26 00:00:00-03:00,34.59075030066609,64.7274002654646
2023-10-27 00:00:00-03:00,35.100991966793764,67.09391166789467
2023-10-30 00:00:00-03:00,34.38857836714208,68.2128005729339
2023-10-31 00:00:00-03:00,33.868704670479296,68.55935494574057
2023-11-01 00:00:00-03:00,34.215286662736716,70.00500019892677
2023-11-03 00:00:00-03:00,34.55223891870769,70.90606482456863
2023-11-06 00:00:00-03:00,34.78329417893846,71.0941959961425
2023-11-07 00:00:00-03:00,34.09975598424344,70.40107558584874
2023-11-08 00:00:00-03:00,33.50286936483443,70.16343243952194
2023-11-09 00:00:00-03:00,33.839823877790025,70.44067941319581
2023-11-10 00:00:00-03:00,33.75318077327903,71.02488767703329
2023-11-13 00:00:00-03:00,34.417460326452165,71.77740924087678
2023-11-14 00:00:00-03:00,34.88919723353583,73.56961788296061
2023-11-16 00:00:00-03:00,35.12987949944758,73.60922067243082
2023-11-17 00:00:00-03:00,35.54384640746081,73.9161813977024
2023-11-20 00:00:00-03:00,35.832667794869295,75.89652103835836
2023-11-21 00:00:00-03:00,35.17801359202353,77.77784347026115
2023-11-22 00:00:00-03:00,35.15999984741211,76.06999969482422
2023-11-23 00:00:00-03:00,35.25,74.62000274658203
2023-11-24 00:00:00-03:00,35.81999969482422,74.5
2023-11-27 00:00:00-03:00,35.400001525878906,73.86000061035156
2023-11-28 00:00:00-03:00,35.619998931884766,73.7699966430664
2023-11-29 00:00:00-03:00,36.029998779296875,74.0
2023-11-30 00:00:00-03:00,35.91999816894531,74.44000244140625
2023-12-01 00:00:00-03:00,36.0,75.4800033569336
2023-12-04 00:00:00-03:00,35.54999923706055,74.5
2023-12-05 00:00:00-03:00,35.16999816894531,73.37000274658203
2023-12-06 00:00:00-03:00,34.79999923706055,73.91999816894531
2023-12-07 00:00:00-03:00,34.18000030517578,73.08000183105469
2023-12-08 00:00:00-03:00,34.540000915527344,73.26000213623047
2023-12-11 00:00:00-03:00,34.689998626708984,73.23999786376953
2023-12-12 00:00:00-03:00,34.599998474121094,73.8499984741211
2023-12-13 00:00:00-03:00,34.619998931884766,73.31999969482422
2023-12-14 00:00:00-03:00,35.7400016784668,74.26000213623047
2023-12-15 00:00:00-03:00,35.790000915527344,74.30000305175781
2023-12-18 00:00:00-03:00,36.29999923706055,74.93000030517578
2023-12-19 00:00:00-03:00,36.25,75.08999633789062
2023-12-20 00:00:00-03:00,36.7400016784668,75.41000366210938
2023-12-21 00:00:00-03:00,36.68000030517578,77.05000305175781
2023-12-22 00:00:00-03:00,36.79999923706055,78.19999694824219
2023-12-26 00:00:00-03:00,37.369998931884766,77.44999694824219
2023-12-27 00:00:00-03:00,37.43000030517578,77.55000305175781
2023-12-28 00:00:00-03:00,37.36000061035156,77.45999908447266
2024-01-02 00:00:00-03:00,37.88999938964844,78.18000030517578
2024-01-03 00:00:00-03:00,39.119998931884766,76.9000015258789
2024-01-04 00:00:00-03:00,39.349998474121094,76.63999938964844
2024-01-05 00:00:00-03:00,39.13999938964844,75.05000305175781
2024-01-08 00:00:00-03:00,38.43000030517578,74.55999755859375
2024-01-09 00:00:00-03:00,38.75,74.16000366210938
2024-01-10 00:00:00-03:00,38.27000045776367,72.79000091552734
2024-01-11 00:00:00-03:00,38.150001525878906,72.91000366210938
2024-01-12 00:00:00-03:00,38.72999954223633,72.69999694824219
2024-01-15 00:00:00-03:00,38.619998931884766,71.69999694824219
2024-01-16 00:00:00-03:00,38.790000915527344,71.79000091552734
2024-01-17 00:00:00-03:00,38.150001525878906,70.45999908447266
2024-01-18 00:00:00-03:00,38.13999938964844,70.4000015258789
2024-01-19 00:00:00-03:00,37.900001525878906,69.51000213623047
2024-01-22 00:00:00-03:00,37.810001373291016,67.9800033569336
2024-01-23 00:00:00-03:00,38.369998931884766,69.7699966430664
2024-01-24 00:00:00-03:00,38.540000915527344,70.83000183105469
2024-01-25 00:00:00-03:00,39.279998779296875,70.41000366210938
2024-01-26 00:00:00-03:00,40.09000015258789,69.80999755859375
2024-01-29 00:00:00-03:00,40.59000015258789,69.48999786376953
2024-01-30 00:00:00-03:00,40.7400016784668,69.5999984741211
2024-01-31 00:00:00-03:00,41.2400016784668,68.58000183105469
2024-02-01 00:00:00-03:00,41.880001068115234,68.2699966430664
2024-02-02 00:00:00-03:00,41.779998779296875,67.2699966430664
2024-02-05 00:00:00-03:00,41.68000030517578,66.19999694824219
2024-02-06 00:00:00-03:00,42.349998474121094,66.91000366210938
2024-02-07 00:00:00-03:00,42.20000076293945,67.05999755859375
2024-02-08 00:00:00-03:00,42.45000076293945,67.48999786376953
2024-02-09 00:00:00-03:00,42.33000183105469,66.58999633789062
2024-02-14 00:00:00-03:00,41.400001525878906,66.13999938964844
2024-02-15 00:00:00-03:00,42.29999923706055,65.87000274658203
2024-02-16 00:00:00-03:00,42.88999938964844,68.31999969482422
2024-02-19 00:00:00-03:00,42.939998626708984,67.58999633789062
2024-02-20 00:00:00-03:00,42.81999969482422,66.36000061035156
2024-02-21 00:00:00-03:00,42.720001220703125,66.62999725341797
2024-02-22 00:00:00-03:00,42.68000030517578,67.80000305175781
2024-02-23 00:00:00-03:00,42.2400016784668,69.06999969482422
2024-02-26 00:00:00-03:00,42.72999954223633,66.55000305175781
2024-02-27 00:00:00-03:00,42.81999969482422,67.66999816894531
2024-02-28 00:00:00-03:00,42.939998626708984,67.22000122070312
2024-02-29 00:00:00-03:00,41.2400016784668,67.4800033569336
2024-03-01 00:00:00-03:00,40.849998474121094,67.05999755859375
